ID,PREFNAME,CITY,PREFEC,HRDIST,W1Q1,W1Q2,W1Q3,W1Q4,W1Q5_1,W1Q5_2,W1Q5_3,W1Q6,W1Q7,W1Q8,W1Q9,W1Q10,W1Q11,W1Q12,W1Q13,W1Q14_1,W1Q14_2_1,W1Q14_2_2,W1Q14_2_3,W1Q15_1,W1Q15_2,W1Q15_3,W1Q15_4,W1Q15_5,W1Q15_6,W1Q15_7,W1Q15_8,W1Q15_9,W1Q15_10,W1Q15_11,W1Q16_1,W1Q16_2,W1Q16_3,W1Q16_4,W1Q16_5,W1Q16_6,W1Q16_7,W1Q16_8,W1Q16_9,W1Q16_10,W1Q16_11,W1Q16_12,W1Q16_13,W1Q16_14,W1Q16_15,W1Q16_16,W1Q16_17,W1Q17_1,W1Q17_2,W1Q17_3,W1Q17_4,W1Q17_5,W1Q17_6,W1Q17_7,W1Q17_8,W1Q17_9,W1Q17_10,W1Q18_1,W1Q18_2,W1Q19_1,W1Q19_2,W1Q20_1,W1Q20_2,W1Q20_3,W1Q20_4,W1Q20_5,W1Q20_6,W1Q20_7,W1F1,W1F2,W1F3,W1F4,W1Q2FA,W1Q4FA,W1Q5FA,W1Q6FA,W1Q14_2FA,W1Q18FA,W1F3FA,W1F4FA,RESPONSE,W2Q1,W2Q2,W2Q3,W2Q4,W2Q5,W2Q6,W2Q7_1,W2Q7_2,W2Q7_3,W2Q8,W2Q9_1,W2Q9_2,W2Q9_3,W2Q9_4,W2Q9_5,W2Q9_6,W2Q9_7,W2Q9_8,W2Q9_9,W2Q9_10,W2Q9_11,W2Q10,W2Q11,W2Q12,W2Q13,W2Q14,W2Q15,W2Q16,W2Q17_1,W2Q17_2,W2Q17_3,W2Q17_4,W2Q17_5,W2Q17_6,W2Q17_7,W2Q17_8,W2Q18_1,W2Q18_2,W2Q18_3,W2Q18_4,W2Q18_5,W2Q18_6,W2Q18_7,W2Q18_8,W2Q19_1,W2Q19_2,W2Q19_3,W2Q19_4,W2Q19_5,W2Q19_6,W2Q19_7,W2Q19_8,W2Q19_9,W2Q19_10,W2Q19_11,W2Q19_12,W2Q20_1,W2Q20_2,W2Q20_3,W2Q20_4,W2Q20_5,W2Q20_6,W2Q21,W2Q22_1,W2Q22_2_1,W2Q22_2_2,W2Q22_2_3,W2Q22_2_4,W2Q22_2_5,W2Q22_2_6,W2Q22_2_7,W2Q22_2_8,W2Q22_2_9,W2Q22_2_10,W2Q22_2_11,W2Q22_2_12,W2Q22_2_13,W2Q22_2_14,W2Q22_2_15,W2Q22_3_1,W2Q22_3_2,W2Q22_3_3,W2Q22_3_4,W2Q22_3_5,W2Q22_3_6,W2Q22_3_7,W2Q22_3_8,W2Q22_3_9,W2Q22_3_10,W2Q22_3_11,W2Q22_3_12,W2Q22_3_13,W2Q22_3_14,W2Q22_3_15,W2Q22_3_16,W2Q23_1,W2Q23_2,W2Q23_3,W2Q24_1,W2Q24_2,W2Q24_3,W2Q24_4,W2Q24_5,W2Q24_6,W2Q25_1,W2Q25_2,W2Q25_3,W2Q25_4,W2Q25_5,W2Q25_6,W2Q25_7,W2Q25_8,W2Q26_1,W2Q26_2,W2Q26_3,W2Q26_4,W2Q26_5,W2Q26_6,W2Q26_7,W2Q26_8,W2Q26_9,W2Q26_10,W2Q2FA,W2Q4FA,W2Q7FA,W2Q16FA,W2Q17FA,W2Q22_2FA,W2Q22_3FA,W2Q23FA,W2Q26FA
1191,神奈川県,横浜市磯子区,14,1,2,6,2,6,2,6,12,1,4,3,4,5,5,4,4,5,66,66,66,30,40,30,35,30,60,30,50,20,40,20,3,3,4,4,3,2,3,5,5,4,4,3,3,3,5,1,1,4,5,1,1,4,3,5,3,4,4,11,1,1,5,4,3,1,7,5,2,6,2,4,2,6,,,,,,,,,1,2,4,4,4,2,2,12,6,5,3,1,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,4,8,0,0,0,0,0,0,0,1,50,50,50,60,30,50,30,40,4,3,2,4,4,2,2,4,2,3,3,3,4,3,4,4,4,3,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1193,神奈川県,横浜市磯子区,14,1,2,6,4,6,15,12,1,5,3,3,4,5,3,3,2,4,66,66,66,20,10,60,10,50,60,50,20,20,10,60,2,3,3,1,2,4,4,2,2,4,2,3,4,1,5,1,3,5,5,2,2,4,1,2,4,4,4,11,1,1,3,6,3,4,1,7,5,2,1,2,5,1,,,,,,,,,1,2,5,2,5,3,1,2,7,5,2,0,1,0,0,0,0,0,1,1,1,1,4,3,2,2,4,4,5,0,1,1,0,0,1,0,0,70,40,30,40,70,20,60,30,2,2,3,3,2,1,2,2,2,2,2,2,2,2,5,4,2,4,7,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,9,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1197,神奈川県,横浜市磯子区,14,1,2,1,5,1,1,99,99,1,2,2,1,1,2,3,3,1,3,1,2,90,0,0,20,0,0,0,0,80,0,0,1,1,1,2,3,1,3,3,4,4,1,5,1,1,1,5,3,2,1,2,2,2,5,5,3,5,2,1,66,1,5,7,6,4,3,5,2,1,1,6,5,9,,,,,,,,飛行機技師定年,1,1,66,66,66,66,66,66,66,66,1,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,3,1,0,1,0,1,1,0,1,0,100,999,999,999,999,999,999,999,1,1,2,2,2,4,1,1,5,5,5,4,1,2,4,3,1,3,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,99,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
1200,神奈川県,川崎市中原区,14,18,2,1,5,1,3,1,6,1,3,3,3,3,2,3,2,2,6,5,1,70,20,60,10,50,10,30,10,50,10,50,2,3,2,5,4,2,2,3,2,1,3,2,2,1,3,1,2,2,2,1,2,2,3,5,3,3,3,1,66,2,66,2,3,1,4,5,6,7,1,2,5,1,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,神奈川県,川崎市中原区,14,18,2,1,5,3,1,15,6,1,3,2,3,2,3,3,3,1,9,99,99,70,0,60,50,0,0,0,0,70,0,60,3,3,3,2,3,2,2,5,3,2,2,2,3,2,3,3,3,4,3,3,3,2,3,4,3,3,3,1,66,2,66,1,2,3,5,7,6,4,1,3,5,3,,,,,,,,,1,2,1,4,1,3,3,6,12,1,5,1,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,3,1,0,1,0,1,1,1,0,0,75,0,50,0,20,0,50,0,3,2,3,3,5,2,1,3,3,3,3,3,3,3,4,3,3,3,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1204,神奈川県,川崎市中原区,14,18,2,1,5,1,2,7,14,3,3,2,2,2,5,3,3,4,66,66,66,60,40,50,30,50,30,50,30,60,25,50,4,5,5,1,5,1,3,3,4,4,2,2,3,2,3,3,2,1,4,2,2,1,1,5,5,5,3,11,2,2,66,6,3,5,2,4,1,7,2,4,3,5,,,,,,,,,1,2,1,5,2,2,4,2,5,1,5,1,0,0,0,0,0,0,0,0,0,0,4,2,2,3,3,2,1,0,0,1,0,0,0,0,0,75,50,25,50,25,50,50,25,3,3,2,2,2,2,2,3,3,3,4,4,4,3,4,2,2,3,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,99,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1207,神奈川県,川崎市中原区,14,18,2,1,1,1,1,13,15,1,1,1,2,5,4,4,1,1,1,9,3,100,0,0,100,0,0,0,0,80,0,0,1,3,3,5,1,1,5,2,2,5,2,5,3,2,2,4,5,4,1,2,1,3,4,2,5,2,1,1,66,2,66,3,6,1,5,4,2,7,1,3,5,1,,,,,,,,,1,2,1,5,1,5,5,1,3,8,2,1,0,0,0,0,0,0,0,0,0,0,3,1,2,2,3,4,1,0,1,0,1,0,1,0,0,80,0,50,0,70,0,80,0,1,2,2,4,2,1,1,1,5,2,5,2,5,2,5,1,2,2,8,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,8,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,
1208,神奈川県,川崎市中原区,14,18,2,2,4,7,15,16,5,2,3,4,5,5,4,3,4,5,66,66,66,10,70,0,0,0,0,10,10,0,10,0,4,5,4,4,4,2,3,3,3,4,2,2,3,4,4,3,2,4,4,2,2,3,2,5,3,3,4,2,66,2,66,4,3,1,3,5,2,6,2,1,5,2,,,社会保障,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,神奈川県,横浜市港北区,14,7,2,1,4,1,2,99,99,66,2,1,3,3,2,2,3,4,66,66,66,52,50,51,46,50,45,50,50,80,50,75,2,5,4,3,3,2,3,4,3,3,4,4,4,2,4,4,3,3,2,4,3,2,2,3,4,5,2,11,1,2,66,1,2,3,7,4,5,6,1,2,5,1,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,神奈川県,横浜市港北区,14,7,1,66,66,66,66,66,66,99,4,2,3,2,4,3,2,2,9,99,99,50,40,50,50,30,30,50,30,60,30,60,2,4,4,5,4,2,2,2,3,3,3,2,3,2,4,2,2,3,4,4,2,2,4,5,4,3,4,3,66,2,66,7,2,1,3,5,4,6,2,4,4,1,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,神奈川県,横浜市港北区,14,7,2,1,1,1,2,7,6,1,2,2,2,2,3,3,3,3,66,66,66,80,25,25,25,25,25,25,25,70,25,50,2,3,2,2,4,2,2,3,4,5,3,5,3,1,3,3,1,2,4,2,2,2,3,5,3,3,3,1,66,1,3,7,4,1,5,6,2,3,2,5,4,6,,,,,,,,,1,2,1,3,1,2,3,3,6,7,3,0,0,0,0,0,0,1,1,0,0,0,3,2,2,2,2,2,5,0,0,0,1,0,0,0,0,75,25,50,5,60,10,60,10,2,2,2,1,1,1,3,1,1,2,3,4,4,3,2,2,2,4,4,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
1213,神奈川県,横浜市港北区,14,7,1,66,66,66,66,66,66,1,3,3,3,3,5,3,4,3,66,66,66,50,50,50,50,50,50,50,50,50,50,50,2,3,3,2,3,1,3,3,3,4,1,3,3,1,4,2,2,3,4,3,2,3,1,3,3,3,3,1,66,1,5,5,3,2,4,6,1,7,2,5,2,6,,,,,,,,,1,1,66,66,66,66,66,66,66,66,3,0,0,1,0,0,0,1,1,0,0,0,4,2,3,3,3,3,1,0,1,0,1,0,0,0,0,999,999,999,999,999,999,999,999,3,3,3,3,3,2,2,3,3,3,3,3,3,3,5,3,3,3,99,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
1214,神奈川県,横浜市港北区,14,7,2,6,1,6,1,6,10,6,4,5,5,5,4,4,4,5,66,66,66,999,999,999,999,999,999,999,999,999,999,999,5,5,5,5,5,99,1,5,1,5,5,5,1,1,1,1,1,5,5,5,4,2,5,99,99,2,5,6,66,1,3,99,99,99,99,99,1,99,1,6,2,8,,,,,,,,,1,1,66,66,66,66,66,66,66,66,2,0,0,0,0,0,0,1,1,1,0,0,5,1,5,5,5,4,4,0,1,0,0,1,0,0,0,50,25,50,60,25,50,25,25,4,3,3,4,2,3,3,3,2,3,3,3,3,3,4,3,3,2,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,99,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
1215,神奈川県,横浜市港北区,14,7,2,1,5,1,2,3,1,1,3,2,2,2,4,4,3,3,66,66,66,50,45,50,50,50,50,50,50,50,45,50,2,3,2,3,4,1,2,4,3,3,2,4,3,2,2,2,2,2,4,2,3,3,4,5,3,4,3,1,66,2,66,4,6,2,3,7,1,5,1,1,3,1,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,神奈川県,横浜市港北区,14,7,2,1,1,1,3,2,6,1,3,2,3,2,4,3,1,2,5,2,1,75,50,50,0,25,0,25,0,80,25,60,2,3,3,2,4,3,3,2,2,2,3,4,2,2,2,2,3,4,2,3,2,4,4,3,4,4,2,1,66,2,66,1,3,5,6,4,2,7,1,2,6,1,,,,,,,,,1,2,1,1,1,2,1,10,12,3,3,0,0,0,0,0,0,0,1,1,0,0,2,1,1,2,3,2,1,0,0,0,1,0,1,0,0,75,45,40,0,60,0,70,10,2,2,4,4,2,2,3,2,2,4,2,3,4,4,2,2,2,4,7,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,4,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1220,神奈川県,相模原市南区,14,14,2,6,1,6,12,15,6,6,4,5,5,5,4,4,4,5,66,66,66,0,25,0,0,0,90,0,0,0,25,0,5,5,5,5,2,4,99,5,5,5,5,2,2,5,5,2,3,5,5,4,4,5,1,4,5,5,5,6,66,1,5,2,1,3,6,5,4,7,2,6,2,6,,,,,,,,,1,2,4,1,4,1,2,1,12,6,2,0,0,0,0,0,0,1,1,0,0,0,4,3,5,5,4,5,4,1,0,1,0,1,0,0,0,999,999,999,90,999,999,999,999,5,4,5,4,4,1,1,3,3,3,2,4,5,4,5,4,5,5,2,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,10,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
1221,神奈川県,相模原市南区,14,14,2,1,1,1,7,99,99,1,3,5,3,2,3,4,3,2,1,3,2,55,45,30,30,40,40,50,45,50,20,55,1,5,5,1,5,1,1,1,1,1,1,1,1,1,5,5,1,3,4,3,3,3,1,5,3,3,3,2,66,1,4,4,5,3,7,2,6,1,1,5,2,1,,,,,,,,,1,2,1,2,1,1,1,5,99,99,3,0,0,1,0,0,0,1,1,1,0,0,2,1,3,3,5,1,1,0,0,1,0,0,0,0,0,60,40,10,50,30,30,40,50,1,1,1,1,1,1,1,1,5,1,3,1,4,5,5,3,3,3,7,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,4,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,
1222,神奈川県,相模原市南区,14,14,2,2,5,2,15,1,9,2,4,4,5,5,5,4,1,4,66,66,66,0,50,999,999,999,999,999,999,999,999,999,5,5,4,5,5,4,5,1,4,1,3,5,2,1,5,3,3,3,3,4,1,3,2,5,5,1,3,2,66,2,66,3,5,4,2,6,1,7,2,2,6,1,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,神奈川県,相模原市南区,14,14,2,4,4,1,7,6,2,1,2,2,2,2,4,4,2,3,66,66,66,75,30,50,50,25,25,25,25,80,30,60,2,3,2,2,4,2,3,3,2,4,3,2,3,1,3,4,2,3,4,3,1,3,3,2,4,4,4,11,3,1,5,6,4,2,3,5,1,7,2,6,2,3,,,,,,,,,1,2,1,3,1,3,2,2,9,6,3,0,0,0,0,0,0,1,0,1,0,1,3,2,2,3,2,4,1,0,1,0,1,0,1,0,0,60,0,50,0,0,0,60,0,3,2,2,2,3,2,2,99,3,3,4,4,4,4,4,4,2,2,6,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
1224,神奈川県,相模原市南区,14,14,1,66,66,66,66,66,66,1,3,1,5,3,5,2,3,3,66,66,66,70,0,10,10,10,10,10,10,90,50,70,3,2,4,3,4,3,3,2,3,3,3,4,4,2,1,3,3,3,3,2,4,3,5,2,3,2,2,1,66,2,66,6,7,2,3,1,4,5,1,1,6,1,,,,,,,,,1,2,1,1,1,2,4,12,1,15,3,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,3,1,0,1,0,0,0,0,0,0,80,0,50,50,50,50,70,50,2,3,2,3,1,3,2,3,2,3,4,3,3,3,3,3,4,3,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,1,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1225,神奈川県,相模原市南区,14,14,2,2,1,2,15,2,5,2,4,5,5,5,5,3,4,5,66,66,66,20,50,20,30,0,30,50,40,0,10,5,5,5,3,5,3,4,5,5,4,5,5,2,2,5,5,4,2,3,4,3,2,1,1,2,5,2,4,2,66,2,66,1,2,4,6,5,3,7,1,5,5,3,,,,,,,,,1,2,2,1,2,1,2,12,6,5,1,0,0,0,0,0,1,0,0,0,0,1,5,4,5,5,5,5,2,1,0,0,0,0,0,0,0,0,50,0,30,0,30,0,50,5,4,5,5,5,4,4,3,3,5,1,3,1,2,5,5,5,5,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,5,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,,,,,,,,
1226,神奈川県,相模原市南区,14,14,2,3,5,5,15,13,6,99,2,2,2,2,2,3,2,3,66,66,66,70,40,60,60,60,60,40,50,70,50,70,3,4,3,4,4,4,2,2,3,5,3,2,4,2,5,3,3,4,2,3,1,5,1,5,4,3,2,11,3,2,66,3,4,6,2,5,1,7,2,3,3,3,,,,,,,,,1,2,7,4,8,5,5,15,1,12,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,1,0,0,0,0,0,0,0,1,70,40,60,50,50,50,70,40,3,4,2,2,4,2,4,3,2,99,99,3,4,4,5,3,2,2,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,9,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,支持政党なし,支持政党なし,,,,,,,
1230,神奈川県,相模原市南区,14,16,2,2,5,2,6,7,13,1,3,2,3,3,3,3,4,3,66,66,66,50,20,20,10,10,0,10,0,50,0,30,3,3,4,2,3,3,3,5,3,2,3,3,2,2,3,2,2,2,4,2,3,2,2,4,3,3,4,1,66,1,5,6,5,1,3,7,2,4,2,5,2,6,,,,,,,,,1,2,2,4,2,3,3,2,7,6,4,0,0,0,0,0,0,1,1,0,0,0,5,3,3,3,3,3,1,0,0,0,0,0,0,0,1,60,75,50,25,25,25,60,50,3,4,1,3,4,2,3,3,4,3,3,3,3,2,4,3,4,3,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,99,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,
1231,神奈川県,相模原市南区,14,16,1,66,66,66,66,66,66,99,4,3,4,3,5,5,4,3,66,66,66,25,25,25,25,25,25,25,25,25,25,25,3,1,1,2,3,3,3,3,3,2,3,3,4,3,3,2,2,1,3,3,3,1,3,1,3,3,3,11,1,2,66,99,99,99,99,99,99,1,2,3,3,6,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,神奈川県,相模原市南区,14,16,2,1,3,1,1,8,6,1,3,1,2,2,4,4,2,1,9,4,1,75,25,50,65,25,20,20,40,90,10,65,1,1,3,5,5,2,3,3,4,5,5,4,3,1,5,1,5,4,3,2,3,2,3,2,4,2,3,1,66,2,66,5,3,2,4,6,1,7,2,5,5,6,,,,,,,,,1,2,1,1,1,2,4,1,5,7,3,0,1,0,0,0,0,0,0,1,0,1,2,1,2,2,3,4,1,0,1,0,1,0,0,0,0,80,20,60,40,50,45,90,15,2,3,3,3,3,3,5,3,2,5,4,4,3,3,2,3,4,3,8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
1234,神奈川県,相模原市南区,14,16,2,3,1,1,1,7,2,1,2,1,1,1,4,3,1,1,3,1,4,70,40,60,50,60,20,0,0,95,0,80,1,2,1,1,3,1,3,1,3,3,1,5,5,1,2,3,3,3,2,2,1,2,4,5,3,2,2,1,66,1,3,1,7,6,4,5,3,2,2,5,4,9,,,,,,,,年金暮し,1,2,1,1,5,1,2,1,10,7,2,1,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,1,5,0,1,0,1,0,1,0,0,50,10,20,0,80,0,90,25,1,1,1,2,3,2,1,1,3,2,3,1,2,3,4,3,1,5,5,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,4,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,,,,,,
